chrom	start	stop	clusterID
1	1710208	1710305	91
1	1821953	1822227	92
1	1822754	1823208	93
1	1850217	1850901	94
1	1855184	1855487	95
1	1961513	1962245	96
1	1976315	1976709	97
1	1982576	1983359	98
1	1988624	1989025	99
1	2005143	2005408	100
1	2025355	2026187	101
1	2038356	2038660	102
1	2040998	2041944	103
1	2066374	2066714	104
1	2121111	2122023	105
1	2125054	2125242	106
1	2126148	2126442	107
1	2159102	2159462	108
1	2230347	2230806	109
1	2234145	2234820	110
1	2237041	2238278	111
1	2284766	2285211	112
1	2288091	2288511	113
1	2322902	2323093	114
1	2344523	2344685	115
1	2364843	2365819	116
1	2375136	2375738	117
1	2406637	2406904	118
1	2457889	2458217	119
1	2460621	2461687	120
1	2461705	2461949	121
1	2477720	2478158	122
1	2483526	2483858	123
1	2517280	2517758	124
1	2517785	2518380	125
1	2537209	2538825	126
1	2559733	2560138	127
1	2560858	2561147	128
1	2574163	2575389	129
1	2777045	2777348	130
1	2796139	2796331	131
1	2847086	2847286	132
1	2863739	2864060	133
1	2928350	2928782	134
1	2984415	2985466	135
1	2987221	2987726	136
1	2999401	2999963	137
1	3011011	3011492	138
1	3037183	3037822	139
1	3037840	3038930	140
1	3056465	3056738	141
1	3077344	3077904	142
1	3128169	3128668	143
1	3143741	3144208	144
1	3144215	3144739	145
1	3157837	3158290	146
1	3164349	3164574	147
1	3195704	3196171	148
1	3200376	3200757	149
1	3206972	3207628	150
1	3307070	3307260	151
1	3321714	3322380	152
1	3328728	3329574	153
1	3331967	3332496	154
1	3342108	3342826	155
1	3351329	3351658	156
1	3379747	3380222	157
1	3394801	3395601	158
1	3396774	3397292	159
1	3511474	3512105	160
1	3527889	3528108	161
1	3528313	3528490	162
1	3541079	3541385	163
1	3560188	3561184	164
1	3566440	3566646	165
1	3566660	3566817	166
1	3567471	3567728	167
1	3567738	3567910	168
1	3568171	3569166	169
1	3605979	3606187	170
1	3607107	3607458	171
1	3615524	3615783	172
1	3623319	3623985	173
1	3634718	3635394	174
1	3688591	3689007	175
1	3689034	3689369	176
1	3712408	3713198	177
1	3773443	3774029	178
1	3774043	3774857	179
1	3816370	3816703	180
1	4007860	4008297	181
1	4713920	4714352	182
1	4714639	4715232	183
1	4715395	4715524	184
1	4794865	4795146	185
1	4832297	4832642	186
1	5771984	5772487	187
1	5946895	5947502	188
1	6051170	6051692	189
1	6149237	6149525	190
1	6187519	6188330	191
1	6240165	6240510	192
1	6265998	6266521	193
1	6296534	6297051	194
1	6304286	6304962	195
1	6321467	6321814	196
1	6453172	6454135	197
1	6479253	6479653	198
1	6479671	6479948	199
1	6507810	6508191	200
1	6508469	6509347	201
1	6520879	6521362	202
1	6526055	6526196	203
1	6549893	6550694	204
1	6550732	6551184	205
1	6558067	6558120	206
1	6614468	6614660	207
1	6615092	6615537	208
1	6639718	6640326	209
1	6673242	6674002	210
1	6845023	6845629	211
1	7021876	7022483	212
1	7122520	7122824	213
1	7740203	7740652	214
1	7765233	7765616	215
1	7831168	7831802	216
1	7844354	7844839	217
1	7887022	7887463	218
1	8014086	8014649	219
1	8021302	8021559	220
1	8021570	8022092	221
1	8085615	8085975	222
1	8086573	8086933	223
1	8377773	8377956	224
1	8378356	8378593	225
1	8383919	8384935	226
1	8385751	8386137	227
1	8484001	8484371	228
1	8877670	8877838	229
1	8938728	8939045	230
1	8939066	8939699	231
1	9005719	9005912	232
1	9100222	9100561	233
1	9131603	9132151	234
1	9188953	9189321	235
1	9189422	9189699	236
1	9258798	9259181	237
1	9294825	9295062	238
1	9352500	9353011	239
1	9427600	9427725	240
1	9599320	9599515	241
1	9670360	9671003	242
1	9789620	9790329	243
1	9795887	9796181	244
1	9883759	9884047	245
1	9884388	9884640	246
1	9970452	9970920	247
1	10003038	10003520	248
1	10057292	10057456	249
1	10057866	10058557	250
1	10092558	10093155	251
1	10270362	10271015	252
1	10459074	10459798	253
1	10532503	10532705	254
1	10534886	10535220	255
1	10690353	10691076	256
1	10695607	10696209	257
1	10707838	10708285	258
1	10719868	10720453	259
1	10732049	10732540	260
1	10854113	10854740	261
1	10856336	10856722	262
1	10895803	10896155	263
1	11119581	11120279	264
1	11159620	11159868	265
1	11322259	11322898	266
1	11333279	11333530	267
1	11538725	11539156	268
1	11724169	11724521	269
1	11741349	11741636	270
1	11741651	11741715	271
1	11751279	11751630	272
1	11751904	11752448	273
1	11865291	11865881	274
1	11866095	11866470	275
1	11918767	11919189	276
1	11994601	11995029	277
1	12040222	12040579	278
1	12078724	12079030	279
1	12079260	12080057	280
1	12226815	12227301	281
1	12227417	12227919	282
1	12251668	12251956	283
1	12655902	12656354	284
1	12678017	12678436	285
1	13840106	13840651	286
1	13881129	13881579	287
1	13910667	13910804	288
1	14026510	14026628	289
1	14075725	14075975	290
1	14113172	14113233	291
1	14924766	14925335	292
1	14925424	14925630	293
1	15250189	15250687	294
1	15478982	15479094	295
1	15480168	15480431	296
1	15850526	15850837	297
1	15910939	15911166	298
1	16010331	16010731	299
1	16060480	16060707	300
1	16084493	16084842	301
1	16173753	16174299	302
1	16174492	16174700	303
1	16258280	16258606	304
1	16269931	16270776	305
1	16302102	16302432	306
1	16302457	16302606	307
1	16482232	16482650	308
1	16563137	16563752	309
1	16693479	16693630	310
1	16767075	16767595	311
1	16810636	16810831	312
1	16825848	16826989	313
1	16970920	16971415	314
1	17025723	17026947	315
1	17051629	17051844	316
1	17198497	17198877	317
1	17380480	17380652	318
1	17380661	17381623	319
1	17763943	17764202	320
1	17764687	17765734	321
1	17766062	17766286	322
1	17846678	17846921	323
1	17865625	17865892	324
1	18436552	18437430	325
1	18959241	18959955	326
1	18972901	18973294	327
1	19181278	19181429	328
1	19209627	19210122	329
1	19228963	19229710	330
1	19282942	19283504	331
1	19600561	19600940	332
1	19615196	19615609	333
1	19812285	19812492	334
1	19923215	19923630	335
1	19971709	19972046	336
1	19991667	19991844	337
1	20005624	20005863	338
1	20126043	20126244	339
1	20208620	20208856	340
1	20669680	20670016	341
1	20813377	20813665	342
1	20834429	20834611	343
1	20959812	20959978	344
1	20960148	20960439	345
1	20987331	20988221	346
1	21043462	21044246	347
1	21044265	21044769	348
1	21058525	21059173	349
1	21059189	21059496	350
1	21113562	21113928	351
1	21503185	21503460	352
1	21671245	21672293	353
1	21835653	21835791	354
1	21877537	21877780	355
1	21930016	21930361	356
1	21966257	21966544	357
1	21996283	21996458	358
1	22141231	22141511	359
1	22149781	22150262	360
1	22182005	22182342	361
1	22191271	22191536	362
1	22213837	22214100	363
1	22263523	22264006	364
1	22469924	22470388	365
1	22778237	22778851	366
1	23036738	23037093	367
1	23345818	23346622	368
1	23670728	23671285	369
1	23694876	23695007	370
1	23751000	23751428	371
1	23763738	23764016	372
1	23857049	23857593	373
1	23857598	23858052	374
1	23880679	23881498	375
1	23885841	23886190	376
1	24018063	24018280	377
1	24069549	24070054	378
1	24117398	24117566	379
1	24127053	24127490	380
1	24127499	24128031	381
1	24194296	24194746	382
1	24195094	24195468	383
1	24229150	24229785	384
1	24285799	24286132	385
1	24286151	24286365	386
1	24513636	24514251	387
1	24645853	24646141	388
1	24828938	24829257	389
1	24829376	24829876	390
1	25071609	25071963	391
1	25228546	25229046	392
1	25256419	25257320	393
1	25257823	25258263	394
1	25558575	25559067	395
1	25573138	25573562	396
1	25756559	25757824	397
1	25870003	25870297	398
1	25943739	25944019	399
1	26146239	26147164	400
1	26185997	26186218	401
1	26233478	26233595	402
1	26249206	26249807	403
1	26437600	26438306	404
1	26487996	26488372	405
1	26496357	26496454	406
1	26503847	26504045	407
1	26560510	26560602	408
1	26606840	26606960	409
1	26686564	26686904	410
1	26736601	26737115	411
1	26737147	26737356	412
1	26758671	26758823	413
1	26827041	26827477	414
1	27021644	27022018	415
1	27113989	27114807	416
1	27191573	27191949	417
1	27216447	27216785	418
1	27226529	27227108	419
1	27248333	27248590	420
1	27286283	27286699	421
1	27286766	27287176	422
1	27320874	27321168	423
1	27339396	27339588	424
1	27560796	27560974	425
1	27648454	27648932	426
1	27677590	27678065	427
1	27682908	27683500	428
1	27687140	27687694	429
1	27693069	27693781	430
1	27709004	27709751	431
1	27709765	27709844	432
1	27718916	27719103	433
1	27816447	27816822	434
1	27874821	27876697	435
1	27877440	27878411	436
1	27902509	27902878	437
1	27961614	27961902	438
1	28157549	28157786	439
1	28199032	28199701	440
1	28285723	28286571	441
1	28414998	28415266	442
1	28559402	28559514	443
1	28573523	28573927	444
1	28586821	28587269	445
1	28655370	28655582	446
1	28696462	28696711	447
1	28832509	28832995	448
1	28879417	28879668	449
1	28908226	28908612	450
1	28919139	28919525	451
1	28969650	28969798	452
1	29062949	29063273	453
1	29063304	29063797	454
1	29101799	29102038	455
1	29189774	29189945	456
1	29213456	29213961	457
1	29448595	29449134	458
1	29450507	29451263	459
1	29507729	29508129	460
1	29508134	29508708	461
1	29557294	29557592	462
1	29586200	29586572	463
1	31157928	31158446	464
1	31191938	31192172	465
1	31381578	31381815	466
1	31538615	31538842	467
1	31654348	31654620	468
1	31845935	31845990	469
1	31885850	31886010	470
1	32054682	32055471	471
1	32083471	32083781	472
1	32208537	32208998	473
1	32226152	32226457	474
1	32230004	32230250	475
1	32253851	32254213	476
1	32479380	32479722	477
1	32538313	32538746	478
1	32573813	32574463	479
1	32645271	32645641	480
1	32666035	32666231	481
1	32666244	32666480	482
1	32671452	32671763	483
1	32687798	32688038	484
1	32741313	32741632	485
1	32757468	32757855	486
1	32801889	32802369	487
1	32827671	32828104	488
1	32859538	32860116	489
1	33219526	33219619	490
1	33231244	33231761	491
1	33282693	33282995	492
1	33283612	33284103	493
1	33429666	33430194	494
1	33430201	33430584	495
1	33516440	33516710	496
1	33546151	33546808	497
1	33625272	33625489	498
1	33646873	33647537	499
1	33721987	33722150	500
1	33938000	33938449	501
1	34090467	34090813	502
1	34630141	34630601	503
1	34630609	34630847	504
1	34632459	34632657	505
1	34642345	34642833	506
1	35324774	35325182	507
1	35325189	35325511	508
1	35351196	35351744	509
1	35658075	35658292	510
1	35734240	35734410	511
1	36106715	36107259	512
1	36108166	36108322	513
1	36235330	36235527	514
1	36396701	36397221	515
1	36614637	36615409	516
1	36641661	36642136	517
1	36644005	36644469	518
1	36771573	36771830	519
1	36772574	36772758	520
1	36788215	36788918	521
1	36863496	36863691	522
1	36915812	36916295	523
1	37500338	37500514	524
1	37940085	37940377	525
1	37980309	37980563	526
1	38019793	38019920	527
1	38022384	38022649	528
1	38099678	38100408	529
1	38100674	38100862	530
1	38259160	38259489	531
1	38273210	38273659	532
1	38273733	38274195	533
1	38274212	38274377	534
1	38325022	38325671	535
1	38397304	38397806	536
1	38455681	38455756	537
1	38455768	38456368	538
1	38470501	38470839	539
1	38471336	38471571	540
1	38478395	38478619	541
1	38511999	38512340	542
1	38512379	38512650	543
1	39044145	39044526	544
1	39249433	39249732	545
1	39269740	39270148	546
1	39325044	39325426	547
1	39338480	39339085	548
1	39339090	39339281	549
1	39407394	39407768	550
1	39456695	39456827	551
1	39457174	39457429	552
1	39546640	39547326	553
1	39874611	39875072	554
1	39956550	39956860	555
1	39956873	39957315	556
1	39957337	39957483	557
1	40137731	40137986	558
1	40156992	40157220	559
1	40254656	40255139	560
1	40348968	40349501	561
1	40367538	40368197	562
1	40420654	40420840	563
1	40505377	40506117	564
1	40626939	40627126	565
1	40627437	40627834	566
1	40723434	40723654	567
1	40723935	40724102	568
1	40769626	40770035	569
1	40782558	40783035	570
1	40974057	40974214	571
1	40974518	40974933	572
1	40997161	40997425	573
1	41119870	41120097	574
1	41131185	41131469	575
1	41249479	41249619	576
1	41249954	41250218	577
1	41349796	41350214	578
1	41444479	41444711	579
1	41827787	41828163	580
1	41961851	41962263	581
1	41981799	41982482	582
1	42127230	42127923	583
1	42501491	42501890	584
1	42800974	42801086	585
1	42921942	42922612	586
1	42928807	42929252	587
1	43232839	43233244	588
1	43282762	43283112	589
1	43295998	43296627	590
1	43312265	43312643	591
1	43316819	43317415	592
1	43353149	43353687	593
1	43389626	43389876	594
1	43390125	43390537	595
1	43423875	43424411	596
1	43424417	43424693	597
1	43424700	43424849	598
1	43472570	43473377	599
1	43613173	43613497	600
1	43638006	43638337	601
1	43824422	43824651	602
1	43832734	43833045	603
1	43833527	43833752	604
1	43855471	43855614	605
1	43855662	43855798	606
1	43919482	43919793	607
1	44015790	44016052	608
1	44031123	44031884	609
1	44063328	44063680	610
1	44114996	44115531	611
1	44115537	44115672	612
1	44399746	44400180	613
1	44402315	44402566	614
1	44412227	44412495	615
1	44412506	44412610	616
1	44435442	44435639	617
1	44435655	44436054	618
1	44440426	44441096	619
1	44456778	44457184	620
1	44457202	44458012	621
1	44820828	44820877	622
1	44872344	44872804	623
1	44884096	44884250	624
1	45241464	45241617	625
1	45265542	45265844	626
1	45265857	45266083	627
1	45452038	45452508	628
1	45476683	45476969	629
1	45671978	45672183	630
1	45672190	45672437	631
1	45769002	45769701	632
1	45792291	45792713	633
1	45956441	45956850	634
1	45987373	45987670	635
1	46016349	46016692	636
1	46050185	46050658	637
1	46151600	46152338	638
1	46216335	46216608	639
1	46269221	46269507	640
1	46598211	46598703	641
1	46598711	46598802	642
1	46598813	46599060	643
1	46632696	46632903	644
1	46663983	46664290	645
1	46806288	46806658	646
1	46806997	46807767	647
1	46859748	46859926	648
1	46954700	46954889	649
1	47184672	47185042	650
1	47697658	47698161	651
1	47882163	47882393	652
1	47899598	47900319	653
1	47902269	47902476	654
1	47915647	47916060	655
1	47973495	47973733	656
1	47974148	47974333	657
1	47998942	47999515	658
1	48058775	48059072	659
1	48937620	48938065	660
1	50489615	50489826	661
1	50880634	50881451	662
1	50881719	50882475	663
1	50889237	50889476	664
1	50892261	50892784	665
1	50896021	50896276	666
1	51425388	51425838	667
1	51434207	51434826	668
1	51443924	51444081	669
1	52194859	52195726	670
1	52343905	52344913	671
1	52455845	52456650	672
1	52498502	52499102	673
1	52607858	52607997	674
1	52608315	52608661	675
1	52834213	52834461	676
1	53067839	53068405	677
1	53098699	53099107	678
1	53163543	53163991	679
1	53308589	53308931	680
1	53393023	53393209	681
1	53393441	53393899	682
1	53703983	53704036	683
1	53704273	53704624	684
1	53742185	53742495	685
1	53925513	53926146	686
1	54204201	54204689	687
1	54411263	54411974	688
1	54518408	54518779	689
1	54665764	54665960	690
1	54871781	54872174	691
1	55007705	55007871	692
1	55007890	55008361	693
1	55181263	55181440	694
1	55230175	55230406	695
1	55271744	55272039	696
1	55352897	55353254	697
1	55462618	55462988	698
1	55504790	55505114	699
1	57044002	57044808	700
1	57110773	57110919	701
1	59012107	59012452	702
1	59012457	59012697	703
1	59041822	59042335	704
1	59043120	59043215	705
1	59250575	59250923	706
1	59281824	59282230	707
1	59369523	59369849	708
1	59762148	59762675	709
1	60279821	60280136	710
1	60280385	60280718	711
1	60280737	60281046	712
1	61508754	61509280	713
1	61519393	61519925	714
1	61542584	61543177	715
1	61547632	61548137	716
1	62784626	62784983	717
1	62902486	62902964	718
1	63249736	63249893	719
1	63783255	63783601	720
1	63785464	63786082	721
1	63788009	63788441	722
1	63792134	63792238	723
1	63832972	63833375	724
1	63988937	63989178	725
1	64058808	64059635	726
1	64669323	64669471	727
1	64936181	64936742	728
1	65432003	65432395	729
1	65532353	65532807	730
1	65613263	65613499	731
1	65614039	65614696	732
1	65775280	65775667	733
1	65885965	65886358	734
1	65991452	65991809	735
1	66257933	66258239	736
1	67390505	67390895	737
1	67600229	67600501	738
1	68151288	68152169	739
1	68629005	68629167	740
1	68696627	68697417	741
1	70385269	70385492	742
1	70687376	70687614	743
1	70819891	70820246	744
1	70820509	70820672	745
1	71546128	71546735	746
1	72748492	72748678	747
1	74663487	74664060	748
1	75198992	75199180	749
1	75595531	75596348	750
1	76081187	76081710	751
1	76081945	76082257	752
1	76189954	76190281	753
1	76190288	76190728	754
1	77333159	77333605	755
1	77333903	77334324	756
1	77684965	77685236	757
1	77747323	77747576	758
1	78225271	78225527	759
1	78445081	78445271	760
1	78511578	78511883	761
1	82267831	82268139	762
1	82268375	82268665	763
1	84326536	84326754	764
1	84464531	84465215	765
1	84543431	84543613	766
1	84543871	84544259	767
1	84971422	84971710	768
1	84971722	84971967	769
1	84972199	84972460	770
1	85039967	85040259	771
1	85155724	85156501	772
1	85156542	85156740	773
1	85462514	85462884	774
1	85462892	85462960	775
1	85514006	85514329	776
1	85930531	85930906	777
1	85930914	85931160	778
1	86042331	86042829	779
1	86174042	86174355	780
1	87169782	87170153	781
1	87380665	87380970	782
1	87617157	87617399	783
1	87793934	87794238	784
1	87797246	87797732	785
1	89150032	89150605	786
1	89458051	89458750	787
1	89829865	89830028	788
1	89990486	89990891	789
1	90286269	90286754	790
1	90287115	90287463	791
1	90308856	90309597	792
1	90460650	90460961	793
1	91172701	91173222	794
1	91190946	91191295	795
1	91301628	91302051	796
1	91487437	91487752	797
1	91869782	91870066	798
1	91966705	91967024	799
1	92351254	92351816	800
1	92545768	92545957	801
1	92683403	92683677	802
1	92948727	92949665	803
1	92949913	92950159	804
1	92950185	92950285	805
1	92950292	92950774	806
1	92952176	92952408	807
1	92952461	92952561	808
1	93297654	93298280	809
1	93427436	93427653	810
1	93544662	93544966	811
1	93646250	93646594	812
1	93811223	93811408	813
1	93913447	93914102	814
1	94054494	94054854	815
1	94311936	94312686	816
1	94313203	94313543	817
1	94344556	94344753	818
1	94374948	94375391	819
1	94702778	94703232	820
1	94712955	94713448	821
1	94884025	94884343	822
1	95006915	95007420	823
1	95007502	95007592	824
1	95285632	95285876	825
1	95392244	95392881	826
1	95392998	95393154	827
1	95538182	95538483	828
1	95582700	95582871	829
1	95699053	95699725	830
1	97187255	97187488	831
1	98386345	98386696	832
1	99470409	99470644	833
1	100315569	100315826	834
1	100435485	100435683	835
1	100503486	100503649	836
1	100503661	100504191	837
1	100598416	100598690	838
1	100817860	100818329	839
1	101004620	101005264	840
1	101005307	101005709	841
1	101361356	101361639	842
1	101491321	101491477	843
1	101701858	101702360	844
1	106623394	106623623	845
1	107682504	107683031	846
1	108023308	108023481	847
1	108507074	108507503	848
1	108742843	108743244	849
1	109234747	109235037	850
1	109255376	109255511	851
1	109419320	109419827	852
1	109505753	109506183	853
1	109584570	109584737	854
1	109585000	109585068	855
1	109641692	109642286	856
1	109655181	109655506	857
1	109940252	109940789	858
1	109968629	109969011	859
1	109969027	109969546	860
1	110036663	110037179	861
1	110052444	110052604	862
1	110091578	110091726	863
1	110162485	110162833	864
1	110163175	110163426	865
1	110198575	110199219	866
1	110527342	110527659	867
1	110527669	110528130	868
1	110609953	110610541	869
1	110672769	110673093	870
1	110753673	110754870	871
1	111098107	111098343	872
1	111148858	111149045	873
1	111149138	111149877	874
1	111217575	111217837	875
1	111506520	111506761	876
1	111682241	111682490	877
1	111746908	111747115	878
1	111813509	111813800	879
1	111888684	111888876	880
1	111991850	111991955	881
1	112058195	112058442	882
1	112162259	112162544	883
1	112282133	112282220	884
1	112298437	112298628	885
1	112531435	112531946	886
1	112531952	112532143	887
1	112533123	112533672	888
1	112938583	112939045	889
1	113008855	113009038	890
1	113050970	113052290	891
1	113161630	113162038	892
1	113249893	113250174	893
1	113261630	113261793	894
1	113265574	113265807	895
1	113286402	113287207	896
1	113392116	113392772	897
1	113498373	113498853	898
1	113615747	113616035	899
1	113741580	113741837	900
1	113932593	113933431	901
1	113933732	113934068	902
1	114301716	114302013	903
1	114354310	114354830	904
1	114447489	114447959	905
1	114696324	114696697	906
1	114697402	114697724	907
1	114889196	114889393	908
1	115052810	115053615	909
1	115053961	115054118	910
1	115124278	115124361	911
1	115212648	115212808	912
1	115212813	115212920	913
1	115322974	115323320	914
1	115397374	115397482	915
1	115632183	115632410	916
1	115632423	115632762	917
1	115880730	115881543	918
1	116380368	116381484	919
1	116518851	116519096	920
1	116710856	116711169	921
1	116915296	116915768	922
1	117077062	117077223	923
1	117113137	117113487	924
1	117452288	117452588	925
1	117503747	117504151	926
1	117753591	117753677	927
1	118472022	118472336	928
1	118472348	118472521	929
1	119526933	119527873	930
1	119529913	119530214	931
1	119531732	119532171	932
1	119532189	119532400	933
1	119532621	119533068	934
1	119542875	119543373	935
1	119543844	119544229	936
1	120190520	120191188	937
1	120838163	120839096	938
1	120905163	120905343	939
1	121260880	121261343	940
1	142618665	142618900	941
1	143913030	143913954	942
1	144931816	144932063	943
1	145096375	145096779	944
1	145385266	145385562	945
1	145438207	145438452	946
1	145470272	145470622	947
1	145477132	145477361	948
1	145516052	145516101	949
1	145548742	145548950	950
1	145610762	145611000	951
1	146644211	146644407	952
1	146714185	146714838	953
1	147141755	147142435	954
1	148929373	148929882	955
1	149069725	149069971	956
1	149144860	149145268	957
1	149146951	149147633	958
1	149147947	149148477	959
1	149193965	149194796	960
1	149224549	149224738	961
1	149858179	149858375	962
1	149871499	149871689	963
1	149889339	149889543	964
1	149899427	149899718	965
1	150038975	150039119	966
1	150121637	150121854	967
1	150122865	150123155	968
1	150241082	150241570	969
1	150254366	150255151	970
1	150266158	150266273	971
1	150293998	150294230	972
1	150521777	150521988	973
1	150551015	150551936	974
1	150602200	150602637	975
1	150946867	150947740	976
1	150947946	150948054	977
1	151031286	151031404	978
1	151119117	151119371	979
1	151129062	151129207	980
1	151138467	151138588	981
1	151227233	151227557	982
1	151319366	151319837	983
1	151319865	151320132	984
1	151584375	151585095	985
1	151735929	151736279	986
1	151810224	151810711	987
1	151810778	151810980	988
1	151812033	151812723	989
1	151966440	151966846	990
1	151966864	151967148	991
1	152008816	152009045	992
1	152009496	152009874	993
1	152010078	152010381	994
1	152161322	152161785	995
1	152487805	152487938	996
1	152487951	152488348	997
1	153508425	153508631	998
1	153581655	153581826	999
1	153606037	153606750	1000
1	153630823	153631169	1001
1	153631177	153631683	1002
1	153643085	153643558	1003
1	153650861	153651121	1004
1	153662230	153662413	1005
1	153755990	153756402	1006
1	153894941	153895347	1007
1	153895353	153895826	1008
1	153918286	153918791	1009
1	153931040	153931394	1010
1	153935917	153936346	1011
1	153939826	153939978	1012
1	153949589	153950091	1013
1	153961703	153962223	1014
1	154127198	154127558	1015
1	154154972	154155696	1016
1	154192509	154192855	1017
1	154193237	154193892	1018
1	154297991	154298887	1019
1	154377481	154378151	1020
1	154474409	154474564	1021
1	154475135	154475379	1022
1	154531085	154531724	1023
1	154539954	154540469	1024
1	154909863	154910058	1025
1	154955635	154955978	1026
1	154973677	154973984	1027
1	154976185	154976696	1028
1	155005088	155005213	1029
1	155023062	155023536	1030
1	155023848	155024312	1031
1	155034432	155035387	1032
1	155043413	155043882	1033
1	155052727	155053229	1034
1	155099250	155099365	1035
1	155100102	155100316	1036
1	155108142	155108461	1037
1	155162626	155163653	1038
1	155164597	155164921	1039
1	155225328	155225685	1040
1	155232079	155232306	1041
1	155239301	155239465	1042
1	155247163	155247400	1043
1	155293616	155294112	1044
1	155294667	155295124	1045
1	155579657	155580458	1046
1	155658816	155659048	1047
1	155715239	155716038	1048
1	155829184	155829408	1049
1	155904254	155904356	1050
1	155947796	155948346	1051
1	156046344	156046948	1052
1	156084611	156085119	1053
1	156105758	156105957	1054
1	156163899	156164050	1055
1	156182774	156183159	1056
1	156211327	156211474	1057
1	156215345	156215737	1058
1	156252497	156252756	1059
1	156338901	156339285	1060
1	156357871	156358399	1061
1	156390112	156390295	1062
1	156405339	156405643	1063
1	156470371	156470749	1064
1	156470760	156471245	1065
1	156541847	156542217	1066
1	156570522	156571538	1067
1	156646544	156647098	1068
1	156696747	156696936	1069
1	156698036	156698230	1070
1	156698247	156698501	1071
1	156721360	156721761	1072
1	156737077	156737498	1073
1	156783803	156784151	1074
1	156786549	156786687	1075
1	157948608	157949051	1076
1	158083171	158083474	1077
1	158150624	158151203	1078
1	159141545	159141919	1079
1	159824531	159825009	1080
1	159825595	159825864	1081
1	159895117	159895355	1082
1	160040080	160040647	1083
1	160068178	160068475	1084
1	160068486	160068793	1085
1	160175266	160175672	1086
1	160312807	160313082	1087
1	160370286	160370822	1088
1	161008419	161008771	1089
1	161008778	161008919	1090
1	161015648	161015871	1091
1	161049416	161049828	1092
1	161068233	161068772	1093
1	161228520	161229386	1094
1	161283788	161284391	1095
1	161369511	161370002	1096
1	161493975	161494186	1097
1	161500547	161500950	1098
1	161582303	161582618	1099
1	161719540	161719662	1100
1	161993449	161993836	1101
1	162039817	162040084	1102
1	162467736	162467975	1103
1	162531088	162531228	1104
1	163291357	163291928	1105
1	164290179	164290589	1106
1	164545635	164546165	1107
1	165414511	165414582	1108
1	165796675	165797182	1109
1	165797202	165797739	1110
1	166136144	166136472	1111
1	166845322	166845653	1112
1	167189360	167189968	1113
1	167408459	167409103	1114
1	167424562	167424988	1115
1	167599617	167599929	1116
1	167690863	167691402	1117
1	167906058	167906473	1118
1	168104996	168105399	1119
1	168148075	168148169	1120
1	168148252	168148534	1121
1	168194803	168195102	1122
1	168195176	168195677	1123
1	169075979	169076310	1124
1	169337190	169337399	1125
1	169396563	169396763	1126
1	169455033	169455277	1127
1	169764106	169764321	1128
1	169862781	169863188	1129
1	170043670	170043925	1130
1	170634145	170634930	1131
1	171454582	171455465	1132
1	171750459	171750802	1133
1	171810285	171810921	1134
1	172413094	172413317	1135
1	172501984	172502733	1136
1	173446392	173447065	1137
1	173684007	173684440	1138
1	173793700	173793956	1139
1	173991099	173991522	1140
1	174128843	174129339	1141
1	174968838	174968957	1142
1	175568147	175568721	1143
1	177133520	177133927	1144
1	177140150	177140541	1145
1	178062729	178063676	1146
1	178511577	178512563	1147
1	178693969	178694172	1148
1	178995093	178995155	1149
1	179198170	179198421	1150
1	179198910	179199134	1151
1	179262928	179263165	1152
1	179544855	179545272	1153
1	179555627	179556048	1154
